,matchup,home,result,winner high,loser high,DATE
6,Portland POR,Utah UTAH,"UTAH 96, POR 94",Alec Burks 18 Pts,JJ Hickson 20 Pts,20120426
7,Miami MIA,Washington WSH,"WSH 104, MIA 70",Maurice Evans 18 Pts,Norris Cole 14 Pts,20120426
8,New Jersey NJ,Toronto TOR,"TOR 98, NJ 67",Ed Davis 24 Pts,Armon Johnson 11 Pts,20120426
9,Orlando ORL,Memphis MEM,"MEM 88, ORL 76",Marc Gasol 22 Pts,Hedo Turkoglu 18 Pts,20120426
10,New York NY,Charlotte CHA,"NY 104, CHA 84",JR Smith 22 Pts,Gerald Henderson 21 Pts,20120426
11,San Antonio SA,Golden State GS,"SA 107, GS 101",Patty Mills 34 Pts,Chris Wright 25 Pts,20120426
12,Los Angeles LAL,Sacramento SAC,"SAC 113, LAL 96",DeMarcus Cousins 23 Pts,Josh McRoberts 16 Pts,20120426
0,Philadelphia PHI,Chicago CHI,"CHI 103, PHI 91",Derrick Rose 23 Pts,Elton Brand 19 Pts,20120428
1,"EASTERN CONFERENCE 1ST ROUND - GAME 1, CHI Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, CHI Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, CHI Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, CHI Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, CHI Lead series 1-0",20120428
2,New York NY,Miami MIA,"MIA 100, NY 67",LeBron James 32 Pts,JR Smith 17 Pts,20120428
3,"EASTERN CONFERENCE 1ST ROUND - GAME 1, MIA Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, MIA Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, MIA Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, MIA Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, MIA Lead series 1-0",20120428
4,Orlando ORL,Indiana IND,"ORL 81, IND 77",Jason Richardson 17 Pts,David West 19 Pts,20120428
5,"EASTERN CONFERENCE 1ST ROUND - GAME 1, ORL Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, ORL Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, ORL Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, ORL Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, ORL Lead series 1-0",20120428
6,Dallas DAL,Oklahoma City OKC,"OKC 99, DAL 98",Russell Westbrook 28 Pts,Dirk Nowitzki 25 Pts,20120428
7,"WESTERN CONFERENCE 1ST ROUND - GAME 1, OKC Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, OKC Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, OKC Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, OKC Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, OKC Lead series 1-0",20120428
0,Utah UTAH,San Antonio SA,"SA 106, UTAH 91",Tony Parker 28 Pts,Paul Millsap 20 Pts,20120429
1,"WESTERN CONFERENCE 1ST ROUND - GAME 1, SA Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, SA Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, SA Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, SA Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, SA Lead series 1-0",20120429
2,Denver DEN,Los Angeles LAL,"LAL 103, DEN 88",Kobe Bryant 31 Pts,Danilo Gallinari 19 Pts,20120429
3,"WESTERN CONFERENCE 1ST ROUND - GAME 1, LAL Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, LAL Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, LAL Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, LAL Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, LAL Lead series 1-0",20120429
4,Boston BOS,Atlanta ATL,"ATL 83, BOS 74",Josh Smith 22 Pts,Kevin Garnett 20 Pts,20120429
5,"EASTERN CONFERENCE 1ST ROUND - GAME 1, ATL Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, ATL Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, ATL Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, ATL Lead series 1-0","EASTERN CONFERENCE 1ST ROUND - GAME 1, ATL Lead series 1-0",20120429
6,LA LAC,Memphis MEM,"LAC 99, MEM 98",Nick Young 19 Pts,Rudy Gay 19 Pts,20120429
7,"WESTERN CONFERENCE 1ST ROUND - GAME 1, LAC Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, LAC Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, LAC Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, LAC Lead series 1-0","WESTERN CONFERENCE 1ST ROUND - GAME 1, LAC Lead series 1-0",20120429
0,New York NY,Miami MIA,"MIA 104, NY 94",Dwyane Wade 25 Pts,Carmelo Anthony 30 Pts,20120430
1,"EASTERN CONFERENCE 1ST ROUND - GAME 2, MIA Lead series 2-0","EASTERN CONFERENCE 1ST ROUND - GAME 2, MIA Lead series 2-0","EASTERN CONFERENCE 1ST ROUND - GAME 2, MIA Lead series 2-0","EASTERN CONFERENCE 1ST ROUND - GAME 2, MIA Lead series 2-0","EASTERN CONFERENCE 1ST ROUND - GAME 2, MIA Lead series 2-0",20120430
2,Orlando ORL,Indiana IND,"IND 93, ORL 78",David West 18 Pts,Glen Davis 18 Pts,20120430
3,"EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1",20120430
4,Dallas DAL,Oklahoma City OKC,"OKC 102, DAL 99",Russell Westbrook 29 Pts,Dirk Nowitzki 31 Pts,20120430
5,"WESTERN CONFERENCE 1ST ROUND - GAME 2, OKC Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, OKC Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, OKC Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, OKC Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, OKC Lead series 2-0",20120430
0,Boston BOS,Atlanta ATL,"BOS 87, ATL 80",Paul Pierce 36 Pts,Joe Johnson 22 Pts,20120431
1,"EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1",20120431
2,Philadelphia PHI,Chicago CHI,"PHI 109, CHI 92",Jrue Holiday 26 Pts,Joakim Noah 21 Pts,20120431
3,"EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1",20120431
4,Denver DEN,Los Angeles LAL,"LAL 104, DEN 100",Kobe Bryant 38 Pts,Ty Lawson 25 Pts,20120431
5,"WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0",20120431
0,Boston BOS,Atlanta ATL,"BOS 87, ATL 80",Paul Pierce 36 Pts,Joe Johnson 22 Pts,20120501
1,"EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1",20120501
2,Philadelphia PHI,Chicago CHI,"PHI 109, CHI 92",Jrue Holiday 26 Pts,Joakim Noah 21 Pts,20120501
3,"EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","EASTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1",20120501
4,Denver DEN,Los Angeles LAL,"LAL 104, DEN 100",Kobe Bryant 38 Pts,Ty Lawson 25 Pts,20120501
5,"WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, LAL Lead series 2-0",20120501
0,Utah UTAH,San Antonio SA,"SA 114, UTAH 83",Tony Parker 18 Pts,Josh Howard 10 Pts,20120502
1,"WESTERN CONFERENCE 1ST ROUND - GAME 2, SA Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, SA Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, SA Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, SA Lead series 2-0","WESTERN CONFERENCE 1ST ROUND - GAME 2, SA Lead series 2-0",20120502
2,Indiana IND,Orlando ORL,"IND 97, ORL 74",Danny Granger 26 Pts,Glen Davis 22 Pts,20120502
3,"EASTERN CONFERENCE 1ST ROUND - GAME 3, IND Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, IND Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, IND Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, IND Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, IND Lead series 2-1",20120502
4,LA LAC,Memphis MEM,"MEM 105, LAC 98",Rudy Gay 21 Pts,Chris Paul 29 Pts,20120502
5,"WESTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","WESTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","WESTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","WESTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1","WESTERN CONFERENCE 1ST ROUND - GAME 2, Series tied 1-1",20120502
0,Miami MIA,New York NY,"MIA 87, NY 70",LeBron James 32 Pts,Carmelo Anthony 22 Pts,20120503
1,"EASTERN CONFERENCE 1ST ROUND - GAME 3, MIA Lead series 3-0","EASTERN CONFERENCE 1ST ROUND - GAME 3, MIA Lead series 3-0","EASTERN CONFERENCE 1ST ROUND - GAME 3, MIA Lead series 3-0","EASTERN CONFERENCE 1ST ROUND - GAME 3, MIA Lead series 3-0","EASTERN CONFERENCE 1ST ROUND - GAME 3, MIA Lead series 3-0",20120503
2,Oklahoma City OKC,Dallas DAL,"OKC 95, DAL 79",Kevin Durant 31 Pts,Dirk Nowitzki 17 Pts,20120503
3,"WESTERN CONFERENCE 1ST ROUND - GAME 3, OKC Lead series 3-0","WESTERN CONFERENCE 1ST ROUND - GAME 3, OKC Lead series 3-0","WESTERN CONFERENCE 1ST ROUND - GAME 3, OKC Lead series 3-0","WESTERN CONFERENCE 1ST ROUND - GAME 3, OKC Lead series 3-0","WESTERN CONFERENCE 1ST ROUND - GAME 3, OKC Lead series 3-0",20120503
0,Atlanta ATL,Boston BOS,"BOS 90, ATL 84 (OT)",Paul Pierce 21 Pts,Joe Johnson 29 Pts,20120504
1,"EASTERN CONFERENCE 1ST ROUND - GAME 3, BOS Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, BOS Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, BOS Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, BOS Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, BOS Lead series 2-1",20120504
2,Chicago CHI,Philadelphia PHI,"PHI 79, CHI 74",Spencer Hawes 21 Pts,Carlos Boozer 18 Pts,20120504
3,"EASTERN CONFERENCE 1ST ROUND - GAME 3, PHI Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, PHI Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, PHI Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, PHI Lead series 2-1","EASTERN CONFERENCE 1ST ROUND - GAME 3, PHI Lead series 2-1",20120504
4,Los Angeles LAL,Denver DEN,"DEN 99, LAL 84",Ty Lawson 25 Pts,Kobe Bryant 22 Pts,20120504
5,"WESTERN CONFERENCE 1ST ROUND - GAME 3, LAL Lead series 2-1","WESTERN CONFERENCE 1ST ROUND - GAME 3, LAL Lead series 2-1","WESTERN CONFERENCE 1ST ROUND - GAME 3, LAL Lead series 2-1","WESTERN CONFERENCE 1ST ROUND - GAME 3, LAL Lead series 2-1","WESTERN CONFERENCE 1ST ROUND - GAME 3, LAL Lead series 2-1",20120504
0,Indiana IND,Orlando ORL,"IND 101, ORL 99 (OT)",David West 26 Pts,Jason Richardson 25 Pts,20120505
1,"EASTERN CONFERENCE 1ST ROUND - GAME 4, IND Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, IND Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, IND Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, IND Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, IND Lead series 3-1",20120505
2,Memphis MEM,LA LAC,"LAC 87, MEM 86",Chris Paul 24 Pts,Rudy Gay 24 Pts,20120505
3,"WESTERN CONFERENCE 1ST ROUND - GAME 3, LAC Lead series 2-1","WESTERN CONFERENCE 1ST ROUND - GAME 3, LAC Lead series 2-1","WESTERN CONFERENCE 1ST ROUND - GAME 3, LAC Lead series 2-1","WESTERN CONFERENCE 1ST ROUND - GAME 3, LAC Lead series 2-1","WESTERN CONFERENCE 1ST ROUND - GAME 3, LAC Lead series 2-1",20120505
4,Oklahoma City OKC,Dallas DAL,"OKC 103, DAL 97",James Harden 29 Pts,Dirk Nowitzki 34 Pts,20120505
5,"WESTERN CONFERENCE 1ST ROUND - GAME 4, OKC Wins series 4-0","WESTERN CONFERENCE 1ST ROUND - GAME 4, OKC Wins series 4-0","WESTERN CONFERENCE 1ST ROUND - GAME 4, OKC Wins series 4-0","WESTERN CONFERENCE 1ST ROUND - GAME 4, OKC Wins series 4-0","WESTERN CONFERENCE 1ST ROUND - GAME 4, OKC Wins series 4-0",20120505
6,San Antonio SA,Utah UTAH,"SA 102, UTAH 90",Tony Parker 27 Pts,Al Jefferson 21 Pts,20120505
7,"WESTERN CONFERENCE 1ST ROUND - GAME 3, SA Lead series 3-0","WESTERN CONFERENCE 1ST ROUND - GAME 3, SA Lead series 3-0","WESTERN CONFERENCE 1ST ROUND - GAME 3, SA Lead series 3-0","WESTERN CONFERENCE 1ST ROUND - GAME 3, SA Lead series 3-0","WESTERN CONFERENCE 1ST ROUND - GAME 3, SA Lead series 3-0",20120505
0,Chicago CHI,Philadelphia PHI,"PHI 89, CHI 82",Spencer Hawes 22 Pts,Carlos Boozer 23 Pts,20120506
1,"EASTERN CONFERENCE 1ST ROUND - GAME 4, PHI Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, PHI Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, PHI Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, PHI Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, PHI Lead series 3-1",20120506
2,Miami MIA,New York NY,"NY 89, MIA 87",Carmelo Anthony 41 Pts,LeBron James 27 Pts,20120506
3,"EASTERN CONFERENCE 1ST ROUND - GAME 4, MIA Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, MIA Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, MIA Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, MIA Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, MIA Lead series 3-1",20120506
4,Atlanta ATL,Boston BOS,"BOS 101, ATL 79",Paul Pierce 24 Pts,Josh Smith 15 Pts,20120506
5,"EASTERN CONFERENCE 1ST ROUND - GAME 4, BOS Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, BOS Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, BOS Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, BOS Lead series 3-1","EASTERN CONFERENCE 1ST ROUND - GAME 4, BOS Lead series 3-1",20120506
6,Los Angeles LAL,Denver DEN,"LAL 92, DEN 88",Kobe Bryant 22 Pts,Danilo Gallinari 20 Pts,20120506
7,"WESTERN CONFERENCE 1ST ROUND - GAME 4, LAL Lead series 3-1","WESTERN CONFERENCE 1ST ROUND - GAME 4, LAL Lead series 3-1","WESTERN CONFERENCE 1ST ROUND - GAME 4, LAL Lead series 3-1","WESTERN CONFERENCE 1ST ROUND - GAME 4, LAL Lead series 3-1","WESTERN CONFERENCE 1ST ROUND - GAME 4, LAL Lead series 3-1",20120506
0,San Antonio SA,Utah UTAH,"SA 87, UTAH 81",Manu Ginobili 17 Pts,Al Jefferson 26 Pts,20120507
1,"WESTERN CONFERENCE 1ST ROUND - GAME 4, SA Wins series 4-0","WESTERN CONFERENCE 1ST ROUND - GAME 4, SA Wins series 4-0","WESTERN CONFERENCE 1ST ROUND - GAME 4, SA Wins series 4-0","WESTERN CONFERENCE 1ST ROUND - GAME 4, SA Wins series 4-0","WESTERN CONFERENCE 1ST ROUND - GAME 4, SA Wins series 4-0",20120507
2,Memphis MEM,LA LAC,"LAC 101, MEM 97 (OT)",Blake Griffin 30 Pts,Mike Conley 25 Pts,20120507
3,"WESTERN CONFERENCE 1ST ROUND - GAME 4, LAC Lead series 3-1","WESTERN CONFERENCE 1ST ROUND - GAME 4, LAC Lead series 3-1","WESTERN CONFERENCE 1ST ROUND - GAME 4, LAC Lead series 3-1","WESTERN CONFERENCE 1ST ROUND - GAME 4, LAC Lead series 3-1","WESTERN CONFERENCE 1ST ROUND - GAME 4, LAC Lead series 3-1",20120507
0,Orlando ORL,Indiana IND,"IND 105, ORL 87",Danny Granger 25 Pts,Jameer Nelson 27 Pts,20120508
1,"EASTERN CONFERENCE 1st ROUND - GAME 5, IND Wins series 4-1","EASTERN CONFERENCE 1st ROUND - GAME 5, IND Wins series 4-1","EASTERN CONFERENCE 1st ROUND - GAME 5, IND Wins series 4-1","EASTERN CONFERENCE 1st ROUND - GAME 5, IND Wins series 4-1","EASTERN CONFERENCE 1st ROUND - GAME 5, IND Wins series 4-1",20120508
2,Boston BOS,Atlanta ATL,"ATL 87, BOS 86",Al Horford 19 Pts,Kevin Garnett 16 Pts,20120508
3,"EASTERN CONFERENCE 1st ROUND - GAME 5, BOS Lead series 3-2","EASTERN CONFERENCE 1st ROUND - GAME 5, BOS Lead series 3-2","EASTERN CONFERENCE 1st ROUND - GAME 5, BOS Lead series 3-2","EASTERN CONFERENCE 1st ROUND - GAME 5, BOS Lead series 3-2","EASTERN CONFERENCE 1st ROUND - GAME 5, BOS Lead series 3-2",20120508
4,Philadelphia PHI,Chicago CHI,"CHI 77, PHI 69",Luol Deng 24 Pts,Jrue Holiday 16 Pts,20120508
5,"EASTERN CONFERENCE 1st ROUND - GAME 5, PHI Lead series 3-2","EASTERN CONFERENCE 1st ROUND - GAME 5, PHI Lead series 3-2","EASTERN CONFERENCE 1st ROUND - GAME 5, PHI Lead series 3-2","EASTERN CONFERENCE 1st ROUND - GAME 5, PHI Lead series 3-2","EASTERN CONFERENCE 1st ROUND - GAME 5, PHI Lead series 3-2",20120508
6,Denver DEN,Los Angeles LAL,"DEN 102, LAL 99",Andre Miller 24 Pts,Kobe Bryant 43 Pts,20120508
7,"WESTERN CONFERENCE 1st ROUND - GAME 5, LAL Lead series 3-2","WESTERN CONFERENCE 1st ROUND - GAME 5, LAL Lead series 3-2","WESTERN CONFERENCE 1st ROUND - GAME 5, LAL Lead series 3-2","WESTERN CONFERENCE 1st ROUND - GAME 5, LAL Lead series 3-2","WESTERN CONFERENCE 1st ROUND - GAME 5, LAL Lead series 3-2",20120508
0,New York NY,Miami MIA,"MIA 106, NY 94",LeBron James 29 Pts,Carmelo Anthony 35 Pts,20120509
1,"EASTERN CONFERENCE 1st ROUND - GAME 5, MIA Wins series 4-1","EASTERN CONFERENCE 1st ROUND - GAME 5, MIA Wins series 4-1","EASTERN CONFERENCE 1st ROUND - GAME 5, MIA Wins series 4-1","EASTERN CONFERENCE 1st ROUND - GAME 5, MIA Wins series 4-1","EASTERN CONFERENCE 1st ROUND - GAME 5, MIA Wins series 4-1",20120509
2,LA LAC,Memphis MEM,"MEM 92, LAC 80",Marc Gasol 23 Pts,Mo Williams 20 Pts,20120509
3,"WESTERN CONFERENCE 1st ROUND - GAME 5, LAC Lead series 3-2","WESTERN CONFERENCE 1st ROUND - GAME 5, LAC Lead series 3-2","WESTERN CONFERENCE 1st ROUND - GAME 5, LAC Lead series 3-2","WESTERN CONFERENCE 1st ROUND - GAME 5, LAC Lead series 3-2","WESTERN CONFERENCE 1st ROUND - GAME 5, LAC Lead series 3-2",20120509
0,Chicago CHI,Philadelphia PHI,"PHI 79, CHI 78",Andre Iguodala 20 Pts,Luol Deng 19 Pts,20120510
1,"EASTERN CONFERENCE 1st ROUND - GAME 6, PHI Wins series 4-2","EASTERN CONFERENCE 1st ROUND - GAME 6, PHI Wins series 4-2","EASTERN CONFERENCE 1st ROUND - GAME 6, PHI Wins series 4-2","EASTERN CONFERENCE 1st ROUND - GAME 6, PHI Wins series 4-2","EASTERN CONFERENCE 1st ROUND - GAME 6, PHI Wins series 4-2",20120510
2,Atlanta ATL,Boston BOS,"BOS 83, ATL 80",Kevin Garnett 28 Pts,Josh Smith 18 Pts,20120510
3,"EASTERN CONFERENCE 1st ROUND - GAME 6, BOS Wins series 4-2","EASTERN CONFERENCE 1st ROUND - GAME 6, BOS Wins series 4-2","EASTERN CONFERENCE 1st ROUND - GAME 6, BOS Wins series 4-2","EASTERN CONFERENCE 1st ROUND - GAME 6, BOS Wins series 4-2","EASTERN CONFERENCE 1st ROUND - GAME 6, BOS Wins series 4-2",20120510
4,Los Angeles LAL,Denver DEN,"DEN 113, LAL 96",Ty Lawson 32 Pts,Kobe Bryant 31 Pts,20120510
5,"WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3","WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3","WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3","WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3","WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3",20120510
0,Memphis MEM,LA LAC,"MEM 90, LAC 88",Marc Gasol 23 Pts,Blake Griffin 17 Pts,20120511
1,"WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3","WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3","WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3","WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3","WESTERN CONFERENCE 1st ROUND - GAME 6, Series tied 3-3",20120511
0,Philadelphia PHI,Boston BOS,"BOS 92, PHI 91",Kevin Garnett 29 Pts,Andre Iguodala 19 Pts,20120512
1,"EASTERN CONFERENCE SEMIFINALS - GAME 1, BOS Lead series 1-0","EASTERN CONFERENCE SEMIFINALS - GAME 1, BOS Lead series 1-0","EASTERN CONFERENCE SEMIFINALS - GAME 1, BOS Lead series 1-0","EASTERN CONFERENCE SEMIFINALS - GAME 1, BOS Lead series 1-0","EASTERN CONFERENCE SEMIFINALS - GAME 1, BOS Lead series 1-0",20120512
2,Denver DEN,Los Angeles LAL,"LAL 96, DEN 87",Pau Gasol 23 Pts,Ty Lawson 24 Pts,20120512
3,"WESTERN CONFERENCE 1st ROUND - GAME 7, LAL Wins series 4-3","WESTERN CONFERENCE 1st ROUND - GAME 7, LAL Wins series 4-3","WESTERN CONFERENCE 1st ROUND - GAME 7, LAL Wins series 4-3","WESTERN CONFERENCE 1st ROUND - GAME 7, LAL Wins series 4-3","WESTERN CONFERENCE 1st ROUND - GAME 7, LAL Wins series 4-3",20120512
0,LA LAC,Memphis MEM,"LAC 82, MEM 72",Chris Paul 19 Pts,Rudy Gay 19 Pts,20120513
1,"WESTERN CONFERENCE 1st ROUND - GAME 7, LAC Wins series 4-3","WESTERN CONFERENCE 1st ROUND - GAME 7, LAC Wins series 4-3","WESTERN CONFERENCE 1st ROUND - GAME 7, LAC Wins series 4-3","WESTERN CONFERENCE 1st ROUND - GAME 7, LAC Wins series 4-3","WESTERN CONFERENCE 1st ROUND - GAME 7, LAC Wins series 4-3",20120513
2,Indiana IND,Miami MIA,"MIA 95, IND 86",LeBron James 32 Pts,David West 17 Pts,20120513
3,"EASTERN CONFERENCE SEMIFINALS - GAME 1, MIA Lead series 1-0","EASTERN CONFERENCE SEMIFINALS - GAME 1, MIA Lead series 1-0","EASTERN CONFERENCE SEMIFINALS - GAME 1, MIA Lead series 1-0","EASTERN CONFERENCE SEMIFINALS - GAME 1, MIA Lead series 1-0","EASTERN CONFERENCE SEMIFINALS - GAME 1, MIA Lead series 1-0",20120513
0,Philadelphia PHI,Boston BOS,"PHI 82, BOS 81",Jrue Holiday 18 Pts,Ray Allen 17 Pts,20120514
1,"EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1","EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1","EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1","EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1","EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1",20120514
2,Los Angeles LAL,Oklahoma City OKC,"OKC 119, LAL 90",Russell Westbrook 27 Pts,Andrew Bynum 20 Pts,20120514
3,"WESTERN CONFERENCE SEMIFINALS - GAME 1, OKC Lead series 1-0","WESTERN CONFERENCE SEMIFINALS - GAME 1, OKC Lead series 1-0","WESTERN CONFERENCE SEMIFINALS - GAME 1, OKC Lead series 1-0","WESTERN CONFERENCE SEMIFINALS - GAME 1, OKC Lead series 1-0","WESTERN CONFERENCE SEMIFINALS - GAME 1, OKC Lead series 1-0",20120514
0,Indiana IND,Miami MIA,"IND 78, MIA 75",David West 16 Pts,LeBron James 28 Pts,20120515
1,"EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1","EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1","EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1","EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1","EASTERN CONFERENCE SEMIFINALS - GAME 2, Series tied 1-1",20120515
